meetingName,meetingDate,raceNumber,runnerNumber,Unnamed: 0,location,weatherCondition,trackCondition,raceName,raceStartTime,raceDistance,trackDirection,raceClassConditions,runnerName,riderName,finishingPosition,FixedWinOpen,FixedWinClose,overall (runner starts),track (runner starts),firm (runner starts),good (runner starts),dead (runner starts),slow (runner starts),soft (runner starts),heavy (runner starts),distance (runner starts),classSame (runner starts),classStronger (runner starts),firstUp (runner starts),secondUp (runner starts),trackDistance (runner starts),overall (runner wins),track (runner wins),firm (runner wins),good (runner wins),dead (runner wins),slow (runner wins),soft (runner wins),heavy (runner wins),distance (runner wins),classSame (runner wins),classStronger (runner wins),firstUp (runner wins),secondUp (runner wins),trackDistance (runner wins),overall (runner placings),track (runner placings),firm (runner placings),good (runner placings),dead (runner placings),slow (runner placings),soft (runner placings),heavy (runner placings),distance (runner placings),classSame (runner placings),classStronger (runner placings),firstUp (runner placings),secondUp (runner placings),trackDistance (runner placings),track (trainer starts),region (trainer starts),last30Days (trainer starts),last12Months (trainer starts),jockey (trainer starts),track (trainer wins),region (trainer wins),last30Days (trainer wins),last12Months (trainer wins),jockey (trainer wins),track (trainer placings),region (trainer placings),last30Days (trainer placings),last12Months (trainer placings),jockey (trainer placings),track (rider starts),region (rider starts),last30Days (rider starts),last12Months (rider starts),runner (rider starts),track (rider wins),region (rider wins),last30Days (rider wins),last12Months (rider wins),runner (rider wins),track (rider placings),region (rider placings),last30Days (rider placings),last12Months (rider placings),runner (rider placings)
SANDOWN,02/02/2022 12:00:00 AM,5,16,,,SHWRY,GOOD3,STUD AND STABLE STAFF AWARDS HANDICAP,02/02/2022 06:00:00 PM,3000,,BM-70,FALTONIUS,W.PRICE,0.0,201.0,251.0,56,4,0,26,28,13,18,12,12,6,3,2,2,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,2,2,0,0,0,1,0,0,0,0,0,1,5,23,288,0,0,0,1,3,0,0,0,0,15,0,42,254,20,576,0,3,22,1,48,0,10,43,4,113,0
SANDOWN,02/02/2022 12:00:00 AM,5,12,,,SHWRY,GOOD3,STUD AND STABLE STAFF AWARDS HANDICAP,02/02/2022 06:00:00 PM,3000,,BM-70,JEKYLL'N'HYDE,M.J DEE,1.0,11.0,23.0,13,0,0,9,10,0,3,1,0,0,0,2,2,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,7,0,0,5,6,0,1,1,0,0,0,0,1,0,1,12,4,66,2,0,0,0,1,0,0,0,2,13,1,26,277,51,740,0,3,24,9,73,0,6,50,10,145,0
SANDOWN,02/02/2022 12:00:00 AM,5,17,,,SHWRY,GOOD3,STUD AND STABLE STAFF AWARDS HANDICAP,02/02/2022 06:00:00 PM,3000,,BM-70,COMPULSIVE,Randy Tan,-2.0,201.0,1.01,48,1,0,14,21,11,22,12,5,1,1,2,2,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,6,0,0,1,2,2,3,2,2,1,0,0,0,0,1,5,23,288,2,0,0,1,3,0,0,0,0,15,0,0,7,31,224,1,0,0,0,4,0,0,2,0,33,0
SANDOWN,02/02/2022 12:00:00 AM,5,13,,,SHWRY,GOOD3,STUD AND STABLE STAFF AWARDS HANDICAP,02/02/2022 06:00:00 PM,3000,,BM-70,I ARIZE,J.RICHARDS,2.0,41.0,41.0,33,0,0,15,14,6,10,8,0,2,1,8,7,0,2,0,0,0,1,1,2,0,0,0,0,0,0,0,11,0,0,4,7,1,4,3,0,0,0,3,2,0,1,6,1,61,1,1,1,0,7,0,0,0,0,11,0,29,201,54,770,0,3,29,10,99,0,4,34,11,152,0
SANDOWN,02/02/2022 12:00:00 AM,5,14,,,SHWRY,GOOD3,STUD AND STABLE STAFF AWARDS HANDICAP,02/02/2022 06:00:00 PM,3000,,BM-70,HANAKI WARRIOR,H.GRACE,0.0,126.0,201.0,96,8,0,38,48,25,38,20,9,5,7,2,2,0,3,0,0,1,1,1,1,1,1,0,0,0,0,0,22,1,0,8,12,4,8,6,3,1,0,0,0,0,1,5,23,288,0,0,0,1,3,0,0,0,0,15,0,6,20,31,273,1,0,1,3,13,0,2,3,4,40,0
SANDOWN,02/02/2022 12:00:00 AM,5,10,,,SHWRY,GOOD3,STUD AND STABLE STAFF AWARDS HANDICAP,02/02/2022 06:00:00 PM,3000,,BM-70,CARNAMAH,T.BULL,0.0,10.0,16.0,8,0,0,5,3,3,3,0,1,1,1,2,2,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,1,1,0,0,0,0,1,0,0,13,79,30,412,30,2,6,5,49,5,5,13,8,104,9,3,30,36,447,1,0,0,3,46,0,0,5,7,101,0
SANDOWN,02/02/2022 12:00:00 AM,5,5,,,SHWRY,GOOD3,STUD AND STABLE STAFF AWARDS HANDICAP,02/02/2022 06:00:00 PM,3000,,BM-70,MR BLACKWOOD,E.BROWN,3.0,6.5,3.6,3,0,0,2,2,0,0,1,0,0,0,2,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,56,11,162,4,2,4,3,17,1,3,16,3,43,0,6,41,46,158,1,0,3,5,22,1,0,5,13,31,0
SANDOWN,02/02/2022 12:00:00 AM,5,4,,,SHWRY,GOOD3,STUD AND STABLE STAFF AWARDS HANDICAP,02/02/2022 06:00:00 PM,3000,,BM-70,ARTILLERY FORCE,J.MC NEIL,0.0,26.0,18.0,13,0,0,6,10,3,7,0,0,0,0,3,3,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,3,0,0,1,3,0,2,0,0,0,0,0,2,0,0,0,2,9,0,0,0,2,3,0,0,0,0,2,0,29,402,71,748,0,2,45,9,104,0,8,109,17,207,0
SANDOWN,02/02/2022 12:00:00 AM,5,7,,,SHWRY,GOOD3,STUD AND STABLE STAFF AWARDS HANDICAP,02/02/2022 06:00:00 PM,3000,,BM-70,ALIENATED,C.NEWITT,-2.0,41.0,21.0,82,2,1,56,41,9,19,6,13,18,19,5,5,1,9,1,0,7,6,0,1,1,5,1,2,0,0,1,15,0,0,10,8,2,5,0,0,3,2,0,1,0,1,2,5,49,0,0,0,1,1,0,0,0,0,5,0,27,259,69,1002,0,4,16,9,94,0,1,35,10,175,0
SANDOWN,02/02/2022 12:00:00 AM,5,18,,,SHWRY,GOOD3,STUD AND STABLE STAFF AWARDS HANDICAP,02/02/2022 06:00:00 PM,3000,,BM-70,VENTURA HIGHWAY,Not Notified,-2.0,201.0,1.01,143,6,0,70,77,26,49,24,19,8,13,2,2,1,3,0,0,2,2,0,0,1,0,0,0,0,0,0,17,0,0,6,7,3,6,5,5,1,0,0,0,0,1,5,23,288,0,0,0,1,3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SANDOWN,02/02/2022 12:00:00 AM,5,6,,,SHWRY,GOOD3,STUD AND STABLE STAFF AWARDS HANDICAP,02/02/2022 06:00:00 PM,3000,,BM-70,SIR PETER,D.HOLLAND,0.0,9.5,9.5,13,1,0,10,9,0,2,1,1,1,0,3,2,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,1,1,0,0,1,0,7,38,19,150,2,0,6,1,20,1,0,7,6,34,1,9,117,56,685,5,0,7,3,79,2,1,23,16,168,1
SANDOWN,02/02/2022 12:00:00 AM,5,1,,,SHWRY,GOOD3,STUD AND STABLE STAFF AWARDS HANDICAP,02/02/2022 06:00:00 PM,3000,,BM-70,GUNS ABLAZING,M.CARTWRIGHT,0.0,5.5,7.5,19,2,0,15,7,3,4,0,3,5,3,4,3,1,4,0,0,3,2,0,1,0,1,1,0,0,0,0,3,1,0,3,2,0,0,0,2,2,1,0,0,1,2,34,6,165,3,0,4,0,19,0,1,7,1,34,0,43,265,39,441,0,6,33,9,47,0,14,57,4,92,0
SANDOWN,02/02/2022 12:00:00 AM,6,3,,,SHWRY,GOOD3,LADBROKES MONEY BACK ODDS HANDICAP,02/02/2022 06:30:00 PM,1600,,BM-64,CRU CLASSE,Tahlia Hope,0.0,6.5,8.5,6,0,0,2,3,3,4,0,2,1,2,2,1,0,2,0,0,0,0,2,2,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,19,166,48,630,20,2,20,8,100,0,11,45,11,179,6,7,63,26,369,1,1,3,0,17,0,2,15,5,61,0
SANDOWN,02/02/2022 12:00:00 AM,6,11,,,SHWRY,GOOD3,LADBROKES MONEY BACK ODDS HANDICAP,02/02/2022 06:30:00 PM,1600,,BM-64,KISSING GAME,Neil Farley,0.0,26.0,71.0,24,0,0,19,9,3,5,0,4,1,7,6,5,0,3,0,0,3,1,0,0,0,2,0,0,0,2,0,6,0,0,5,2,1,1,0,0,0,5,2,1,0,1,9,3,60,10,1,1,0,6,4,0,2,0,9,0,0,10,10,433,3,0,0,0,37,2,0,1,0,72,0
SANDOWN,02/02/2022 12:00:00 AM,6,2,,,SHWRY,GOOD3,LADBROKES MONEY BACK ODDS HANDICAP,02/02/2022 06:30:00 PM,1600,,BM-64,CHASE ON THE CASE,Madison Lloyd,-2.0,13.0,19.0,35,2,0,20,17,8,13,2,20,9,6,6,6,1,4,0,0,3,1,0,0,1,3,0,0,0,0,0,7,0,0,4,3,2,3,0,4,2,1,2,1,0,16,43,9,161,3,1,4,0,14,0,5,11,1,33,1,25,164,15,575,4,3,6,1,26,0,5,32,3,98,1
SANDOWN,02/02/2022 12:00:00 AM,6,9,,,SHWRY,GOOD3,LADBROKES MONEY BACK ODDS HANDICAP,02/02/2022 06:30:00 PM,1600,,BM-64,SPECIAL PRIVILEGE,Harry Grace,-2.0,23.0,41.0,12,0,0,9,5,1,1,2,1,1,1,3,3,0,2,0,0,1,1,1,1,0,0,0,0,1,0,0,3,0,0,2,0,0,0,1,0,0,1,0,1,0,1,5,23,288,0,0,0,1,3,0,0,0,0,15,0,6,20,31,273,1,0,1,3,13,1,2,3,4,40,0
SANDOWN,02/02/2022 12:00:00 AM,6,8,,,SHWRY,GOOD3,LADBROKES MONEY BACK ODDS HANDICAP,02/02/2022 06:30:00 PM,1600,,BM-64,BRONZBA,Mark Zahra,-2.0,6.5,6.5,3,1,0,1,1,1,1,1,0,1,0,3,0,0,2,0,0,1,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,253,40,843,19,5,33,3,131,6,5,51,12,203,5,20,144,29,205,0,4,25,3,41,0,3,37,6,47,0
SANDOWN,02/02/2022 12:00:00 AM,6,10,,,SHWRY,GOOD3,LADBROKES MONEY BACK ODDS HANDICAP,02/02/2022 06:30:00 PM,1600,,BM-64,DOUBLE CHANCE,Craig Williams,3.0,9.0,6.5,7,1,0,3,4,2,4,0,0,0,1,3,2,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,3,1,0,1,2,1,2,0,0,0,0,2,0,0,3,28,11,79,1,0,1,0,3,0,0,4,2,18,1,46,327,36,526,1,7,33,5,79,0,16,96,11,140,1
SANDOWN,02/02/2022 12:00:00 AM,6,5,,,SHWRY,GOOD3,LADBROKES MONEY BACK ODDS HANDICAP,02/02/2022 06:30:00 PM,1600,,BM-64,MOUNTAIN RANGE,Ben Allen,-2.0,7.0,7.0,3,1,0,2,2,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,1,65,524,100,1543,70,7,81,21,302,22,21,148,21,433,20,28,137,20,616,2,1,16,5,94,1,3,21,4,140,0
SANDOWN,02/02/2022 12:00:00 AM,6,4,,,SHWRY,GOOD3,LADBROKES MONEY BACK ODDS HANDICAP,02/02/2022 06:30:00 PM,1600,,BM-64,INORDINATE,Zac Spain,0.0,8.0,15.0,4,0,0,4,3,0,0,0,2,0,0,2,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,25,199,59,787,27,1,20,11,124,5,3,40,15,200,8,5,81,46,651,1,0,8,5,61,1,0,11,15,133,0
SANDOWN,02/02/2022 12:00:00 AM,6,7,,,SHWRY,GOOD3,LADBROKES MONEY BACK ODDS HANDICAP,02/02/2022 06:30:00 PM,1600,,BM-64,BAGLIONI,Ethan Brown,4.0,11.0,5.5,10,3,0,7,5,3,3,0,4,1,3,3,2,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,17,85,26,343,7,0,6,6,45,0,2,16,8,91,3,6,41,46,158,2,0,3,5,22,0,0,5,13,31,1
SANDOWN,02/02/2022 12:00:00 AM,6,6,,,SHWRY,GOOD3,LADBROKES MONEY BACK ODDS HANDICAP,02/02/2022 06:30:00 PM,1600,,BM-64,PARAMEDIC,Declan Bates,2.0,12.0,15.0,4,0,0,1,2,1,3,0,1,1,0,2,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,12,59,21,418,97,0,2,0,49,17,3,12,7,101,27,18,142,44,646,0,4,10,6,83,0,3,27,7,125,0
SANDOWN,02/02/2022 12:00:00 AM,6,1,,,SHWRY,GOOD3,LADBROKES MONEY BACK ODDS HANDICAP,02/02/2022 06:30:00 PM,1600,,BM-64,HERE TO SHOCK,Damien Oliver,1.0,4.4,1.7,9,2,0,8,5,1,1,0,2,1,5,3,3,0,2,1,0,2,2,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,5,26,13,172,1,1,1,1,22,0,0,2,3,24,0,49,404,40,605,0,6,46,7,79,0,11,106,14,162,0
SANDOWN,02/02/2022 12:00:00 AM,7,3,,,SHWRY,GOOD3,LADBROKES SAME RACE MULTI HANDICAP,02/02/2022 07:00:00 PM,1400,,BM-64,WISE HERO,Lewis German,-2.0,41.0,61.0,29,1,0,24,11,3,5,0,2,3,25,8,8,0,5,0,0,4,4,0,1,0,1,0,4,3,1,0,7,0,0,4,2,2,3,0,1,0,7,2,2,0,0,4,2,18,0,0,0,0,1,0,0,0,0,3,0,15,90,47,495,0,2,4,3,31,0,2,14,3,70,0
SANDOWN,02/02/2022 12:00:00 AM,7,11,,,SHWRY,GOOD3,LADBROKES SAME RACE MULTI HANDICAP,02/02/2022 07:00:00 PM,1400,,BM-64,FIORENTE'S GIRL,Rhys McLeod,0.0,34.0,34.0,20,3,0,18,8,1,1,1,4,8,6,5,4,1,4,0,0,4,2,0,0,0,0,2,0,0,2,0,3,1,0,3,0,0,0,0,0,2,1,1,0,0,2,66,10,138,57,1,14,2,31,13,0,11,0,34,17,7,38,11,240,0,3,6,1,27,0,0,5,4,54,0
SANDOWN,02/02/2022 12:00:00 AM,7,2,,,SHWRY,GOOD3,LADBROKES SAME RACE MULTI HANDICAP,02/02/2022 07:00:00 PM,1400,,BM-64,GROOVY KINDA LOVE,Damian Lane,-2.0,4.6,4.0,13,1,0,8,10,2,4,1,4,1,4,3,3,1,3,0,0,2,2,1,1,0,0,0,0,0,2,0,8,1,0,5,6,1,2,1,4,1,2,3,1,1,11,73,9,217,24,3,7,0,27,9,2,7,3,43,6,52,412,93,829,7,6,55,12,135,3,14,97,33,229,3
SANDOWN,02/02/2022 12:00:00 AM,7,9,,,SHWRY,GOOD3,LADBROKES SAME RACE MULTI HANDICAP,02/02/2022 07:00:00 PM,1400,,BM-64,JAZZ STAR,Damien Thornton,0.0,19.0,16.0,27,3,0,25,16,0,1,1,16,11,9,5,4,3,5,0,0,4,4,0,1,0,3,2,0,1,1,0,4,0,0,4,3,0,0,0,3,4,0,0,0,0,7,34,4,120,14,0,0,1,12,2,2,9,1,25,4,23,299,57,918,0,4,31,8,119,0,6,48,10,212,0
SANDOWN,02/02/2022 12:00:00 AM,7,8,,,SHWRY,GOOD3,LADBROKES SAME RACE MULTI HANDICAP,02/02/2022 07:00:00 PM,1400,,BM-64,VILLE CHANSON,Will Price,-2.0,51.0,126.0,27,5,0,23,12,2,4,0,9,20,2,7,5,3,4,0,0,4,1,0,0,0,3,2,0,0,1,0,4,1,0,4,1,0,0,0,1,3,0,1,1,0,1,1,2,30,0,0,0,0,3,0,0,0,0,10,0,42,254,20,576,5,3,22,1,48,2,10,43,4,113,1
SANDOWN,02/02/2022 12:00:00 AM,7,12,,,SHWRY,GOOD3,LADBROKES SAME RACE MULTI HANDICAP,02/02/2022 07:00:00 PM,1400,,BM-64,LOVIN' LAUGHS,Jamie Mott,2.0,16.0,10.0,16,2,0,14,9,1,2,0,0,11,3,3,3,0,3,0,0,2,2,0,1,0,0,2,0,1,1,0,2,0,0,2,2,0,0,0,0,1,0,0,0,0,1,3,6,80,0,0,0,1,7,0,0,0,3,17,0,24,143,55,760,1,1,11,5,76,0,2,19,13,173,0
SANDOWN,02/02/2022 12:00:00 AM,7,13,,,SHWRY,GOOD3,LADBROKES SAME RACE MULTI HANDICAP,02/02/2022 07:00:00 PM,1400,,BM-64,WORDY,Fred Kersley,4.0,34.0,23.0,5,1,0,4,4,0,1,0,4,1,0,2,1,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,3,28,11,79,7,0,1,0,3,0,0,4,2,18,0,10,135,38,417,1,0,10,4,35,0,2,17,11,89,0
SANDOWN,02/02/2022 12:00:00 AM,7,10,,,SHWRY,GOOD3,LADBROKES SAME RACE MULTI HANDICAP,02/02/2022 07:00:00 PM,1400,,BM-64,OCEAN'S JEN,Matthew Cartwright,1.0,3.8,2.4,6,3,0,4,3,1,2,0,5,2,0,3,3,3,2,1,0,2,2,0,0,0,2,1,0,1,1,1,1,1,0,0,0,1,1,0,1,0,0,0,1,1,65,524,100,1543,54,7,81,21,302,11,21,148,21,433,15,43,265,39,441,0,6,33,9,47,0,14,57,4,92,0
SANDOWN,02/02/2022 12:00:00 AM,7,5,,,SHWRY,GOOD3,LADBROKES SAME RACE MULTI HANDICAP,02/02/2022 07:00:00 PM,1400,,BM-64,UMGAWA,Ethan Brown,-2.0,4.6,3.8,7,0,0,4,4,3,3,0,2,0,5,4,2,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,4,0,0,2,2,2,2,0,2,0,3,2,1,0,17,150,29,440,19,3,15,2,53,4,3,34,11,113,5,6,41,46,158,2,0,3,5,22,0,0,5,13,31,2
SANDOWN,02/02/2022 12:00:00 AM,7,4,,,SHWRY,GOOD3,LADBROKES SAME RACE MULTI HANDICAP,02/02/2022 07:00:00 PM,1400,,BM-64,OUR AUGUST ROSE,Mikaela Lawrence,0.0,19.0,13.0,15,0,0,10,10,3,4,1,10,4,4,4,4,0,4,0,0,2,2,1,1,1,4,1,0,0,2,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,8,46,10,156,4,0,6,0,21,2,3,4,4,27,0,2,4,0,358,3,0,0,0,19,2,1,1,0,69,0
SANDOWN,02/02/2022 12:00:00 AM,7,7,,,SHWRY,GOOD3,LADBROKES SAME RACE MULTI HANDICAP,02/02/2022 07:00:00 PM,1400,,BM-64,KNOCK KNOCK,Dean Holland,0.0,23.0,13.0,20,5,0,9,13,3,7,4,11,10,7,4,4,4,2,1,0,1,1,0,0,1,1,0,0,1,0,1,7,1,0,4,4,2,2,1,2,4,3,1,2,0,12,59,21,418,56,0,2,0,49,11,3,12,7,101,19,9,117,56,685,7,0,7,3,79,2,1,23,16,168,5
SANDOWN,02/02/2022 12:00:00 AM,7,6,,,SHWRY,GOOD3,LADBROKES SAME RACE MULTI HANDICAP,02/02/2022 07:00:00 PM,1400,,BM-64,VIA CAPO,Logan McNeil,0.0,13.0,7.0,26,4,0,19,10,5,6,1,15,13,4,5,5,2,3,0,0,3,3,0,0,0,2,1,0,1,0,0,7,1,0,5,2,2,2,0,6,6,0,1,3,1,13,102,10,203,6,1,11,2,31,3,2,22,4,50,2,4,33,47,570,2,0,5,6,45,0,0,5,9,110,2
SANDOWN,02/02/2022 12:00:00 AM,7,1,,,SHWRY,GOOD3,LADBROKES SAME RACE MULTI HANDICAP,02/02/2022 07:00:00 PM,1400,,BM-64,D'JUMBUCK,Josh Richards,3.0,5.5,4.0,15,7,0,12,9,1,3,0,10,1,7,3,2,6,2,2,0,2,1,0,0,0,2,0,1,0,0,2,6,3,0,5,4,0,1,0,4,1,2,1,1,2,11,35,8,111,2,1,5,0,15,0,2,4,2,13,0,29,201,54,770,1,3,29,10,99,0,4,34,11,152,0
SANDOWN,02/02/2022 12:00:00 AM,8,3,,,SHWRY,GOOD3,LADBROKES FAST WITHDRAWALS HANDICAP,02/02/2022 07:30:00 PM,1200,,FMB-64,STAR SPIRIT,Josh Richards,2.0,8.5,7.0,5,1,0,3,4,0,1,1,4,0,4,2,1,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,2,1,0,0,1,0,1,1,1,0,2,0,1,1,23,104,20,413,8,4,10,4,58,3,4,16,6,83,2,29,201,54,770,1,3,29,10,99,0,4,34,11,152,0
SANDOWN,02/02/2022 12:00:00 AM,8,11,,,SHWRY,GOOD3,LADBROKES FAST WITHDRAWALS HANDICAP,02/02/2022 07:30:00 PM,1200,,FMB-64,KIRAKAT,Michael Dee,0.0,17.0,23.0,4,1,0,4,3,0,0,0,4,0,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,11,39,11,180,39,2,2,2,22,7,2,8,4,40,10,26,277,51,740,1,3,24,9,73,1,6,50,10,145,0
SANDOWN,02/02/2022 12:00:00 AM,8,2,,,SHWRY,GOOD3,LADBROKES FAST WITHDRAWALS HANDICAP,02/02/2022 07:30:00 PM,1200,,FMB-64,SAFE PASSAGE,Damian Lane,3.0,7.5,4.2,8,1,0,6,3,1,2,0,5,2,5,4,2,1,3,1,0,3,1,0,0,0,3,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,283,59,626,122,2,28,8,73,19,6,76,25,166,35,52,412,93,829,4,6,55,12,135,2,14,97,33,229,0
SANDOWN,02/02/2022 12:00:00 AM,8,9,,,SHWRY,GOOD3,LADBROKES FAST WITHDRAWALS HANDICAP,02/02/2022 07:30:00 PM,1200,,FMB-64,NINYO,Lewis German,0.0,14.0,19.0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,26,0,0,0,0,2,0,0,1,1,6,0,15,90,47,495,1,2,4,3,31,1,2,14,3,70,0
SANDOWN,02/02/2022 12:00:00 AM,8,8,,,SHWRY,GOOD3,LADBROKES FAST WITHDRAWALS HANDICAP,02/02/2022 07:30:00 PM,1200,,FMB-64,MISS BANK PLACE,Craig Williams,-2.0,12.0,19.0,14,4,0,8,5,4,5,1,8,4,8,5,3,2,2,0,0,2,1,0,0,0,1,0,1,2,0,0,2,1,0,1,1,1,1,0,1,0,2,1,1,0,30,191,52,589,5,2,12,4,43,0,6,42,13,135,2,46,327,36,526,0,7,33,5,79,0,16,96,11,140,0
SANDOWN,02/02/2022 12:00:00 AM,8,12,,,SHWRY,GOOD3,LADBROKES FAST WITHDRAWALS HANDICAP,02/02/2022 07:30:00 PM,1200,,FMB-64,LA ZUCCA,Matthew Cartwright,4.0,10.0,3.6,6,0,0,4,3,1,2,0,6,1,2,3,2,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,2,0,0,1,0,1,1,0,2,0,0,2,0,0,7,28,8,100,54,0,3,0,8,6,3,7,2,28,16,43,265,39,441,5,6,33,9,47,1,14,57,4,92,2
SANDOWN,02/02/2022 12:00:00 AM,8,10,,,SHWRY,GOOD3,LADBROKES FAST WITHDRAWALS HANDICAP,02/02/2022 07:30:00 PM,1200,,FMB-64,SEEKING GLORY,Will Price,-2.0,16.0,26.0,3,0,0,2,1,1,1,0,2,0,2,2,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,524,100,1543,17,7,81,21,302,0,21,148,21,433,5,42,254,20,576,0,3,22,1,48,0,10,43,4,113,0
SANDOWN,02/02/2022 12:00:00 AM,8,5,,,SHWRY,GOOD3,LADBROKES FAST WITHDRAWALS HANDICAP,02/02/2022 07:30:00 PM,1200,,FMB-64,ICANTOO,Damien Oliver,0.0,13.0,6.5,2,0,0,0,0,2,2,0,2,0,2,2,0,0,1,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,150,29,440,57,3,15,2,53,12,3,34,11,113,23,49,404,40,605,0,6,46,7,79,0,11,106,14,162,0
SANDOWN,02/02/2022 12:00:00 AM,8,4,,,SHWRY,GOOD3,LADBROKES FAST WITHDRAWALS HANDICAP,02/02/2022 07:30:00 PM,1200,,FMB-64,HALVOYA,Alana Kelly,0.0,15.0,21.0,16,0,0,15,9,0,1,0,9,1,7,4,4,0,3,0,0,3,2,0,0,0,3,0,2,0,1,0,2,0,0,2,0,0,0,0,1,0,1,1,1,0,30,191,52,589,40,2,12,4,43,8,6,42,13,135,11,44,209,43,736,2,2,16,7,59,1,9,37,8,123,0
SANDOWN,02/02/2022 12:00:00 AM,8,7,,,SHWRY,GOOD3,LADBROKES FAST WITHDRAWALS HANDICAP,02/02/2022 07:30:00 PM,1200,,FMB-64,ANCIENT GIRL,Mark Zahra,1.0,12.0,6.5,3,1,0,3,2,0,0,0,2,0,2,1,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,3,115,1,0,0,1,11,1,0,1,0,18,0,20,144,29,205,0,4,25,3,41,0,3,37,6,47,0
SANDOWN,02/02/2022 12:00:00 AM,8,6,,,SHWRY,GOOD3,LADBROKES FAST WITHDRAWALS HANDICAP,02/02/2022 07:30:00 PM,1200,,FMB-64,MINOUCHE,Jye McNeil,-2.0,3.7,4.2,3,0,0,2,2,0,0,1,3,1,0,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,2,0,0,1,1,0,0,1,2,1,0,1,0,0,11,227,67,1037,11,2,24,11,150,1,4,65,17,292,4,29,402,71,748,0,2,45,9,104,0,8,109,17,207,0
SANDOWN,02/02/2022 12:00:00 AM,8,1,,,SHWRY,GOOD3,LADBROKES FAST WITHDRAWALS HANDICAP,02/02/2022 07:30:00 PM,1200,,FMB-64,CHANGING TRACKS,Craig Newitt,0.0,7.5,15.0,26,3,0,18,14,4,8,0,15,4,15,5,4,2,4,0,0,3,2,1,1,0,3,1,2,0,0,0,6,0,0,3,3,3,3,0,4,1,2,2,1,0,1,14,11,112,2,0,1,2,12,1,0,3,0,19,1,27,259,69,1002,1,4,16,9,94,1,1,35,10,175,0
RANDWICK KENSINGTON,02/02/2022 12:00:00 AM,1,3,,,,,VINERY PLATE,02/02/2022 02:20:00 PM,1100,,3Y-MSW,FIELDING,Darryl McLellan,,-1.0,-1.0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,6,54,22,381,87,0,1,2,35,13,4,14,6,89,20,0,9,42,431,1,0,0,4,28,0,0,0,13,75,1
RANDWICK KENSINGTON,02/02/2022 12:00:00 AM,1,2,,,,,VINERY PLATE,02/02/2022 02:20:00 PM,1100,,3Y-MSW,DEVIL'S THROAT,T.BERRY,,-1.0,-1.0,5,4,0,3,3,1,1,1,4,5,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,2,2,0,0,1,3,3,0,1,1,2,72,303,59,894,98,6,42,14,129,24,19,67,13,213,33,74,457,49,772,1,9,83,8,137,0,21,110,12,215,1
