meetingName,meetingDate,raceNumber,runnerNumber,Unnamed: 0,location,weatherCondition,trackCondition,raceName,raceStartTime,raceDistance,trackDirection,raceClassConditions,runnerName,riderName,finishingPosition,FixedWinOpen,FixedWinClose,overall (runner starts),track (runner starts),firm (runner starts),good (runner starts),dead (runner starts),slow (runner starts),soft (runner starts),heavy (runner starts),distance (runner starts),classSame (runner starts),classStronger (runner starts),firstUp (runner starts),secondUp (runner starts),trackDistance (runner starts),overall (runner wins),track (runner wins),firm (runner wins),good (runner wins),dead (runner wins),slow (runner wins),soft (runner wins),heavy (runner wins),distance (runner wins),classSame (runner wins),classStronger (runner wins),firstUp (runner wins),secondUp (runner wins),trackDistance (runner wins),overall (runner placings),track (runner placings),firm (runner placings),good (runner placings),dead (runner placings),slow (runner placings),soft (runner placings),heavy (runner placings),distance (runner placings),classSame (runner placings),classStronger (runner placings),firstUp (runner placings),secondUp (runner placings),trackDistance (runner placings),track (trainer starts),region (trainer starts),last30Days (trainer starts),last12Months (trainer starts),jockey (trainer starts),track (trainer wins),region (trainer wins),last30Days (trainer wins),last12Months (trainer wins),jockey (trainer wins),track (trainer placings),region (trainer placings),last30Days (trainer placings),last12Months (trainer placings),jockey (trainer placings),track (rider starts),region (rider starts),last30Days (rider starts),last12Months (rider starts),runner (rider starts),track (rider wins),region (rider wins),last30Days (rider wins),last12Months (rider wins),runner (rider wins),track (rider placings),region (rider placings),last30Days (rider placings),last12Months (rider placings),runner (rider placings)
RANDWICK KENSINGTON,02/02/2022 12:00:00 AM,1,8,,,,,VINERY PLATE,02/02/2022 02:20:00 PM,1100,,3Y-MSW,KAHAWATY,Jason Collett,,-1.0,-1.0,2,0,0,0,1,1,2,0,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,36,145,23,307,28,5,8,3,25,5,7,30,9,64,8,69,507,59,859,0,14,51,9,109,0,12,117,16,227,0
RANDWICK KENSINGTON,02/02/2022 12:00:00 AM,1,5,,,,,VINERY PLATE,02/02/2022 02:20:00 PM,1100,,3Y-MSW,SATNESS,Brock Ryan,,-1.0,-1.0,3,0,0,1,0,0,0,2,2,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,61,26,368,60,1,5,2,24,7,3,14,1,74,19,43,210,31,431,2,4,16,3,42,0,8,38,5,79,0
RANDWICK KENSINGTON,02/02/2022 12:00:00 AM,1,4,,,,,VINERY PLATE,02/02/2022 02:20:00 PM,1100,,3Y-MSW,NEW REPUBLIC,Tom Sherry,,-1.0,-1.0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,3,18,11,146,7,0,0,1,17,0,0,0,3,21,0,52,246,64,413,0,8,23,7,46,0,5,49,16,89,0
RANDWICK KENSINGTON,02/02/2022 12:00:00 AM,1,7,,,,,VINERY PLATE,02/02/2022 02:20:00 PM,1100,,3Y-MSW,HOLLOW DOLLAR,Alysha Collett,,-1.0,-1.0,5,0,0,3,2,0,1,1,5,5,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,1,0,2,2,0,1,0,0,22,129,43,472,39,1,6,4,32,5,4,17,10,89,8,8,142,72,772,2,0,3,4,101,0,3,21,20,161,1
RANDWICK KENSINGTON,02/02/2022 12:00:00 AM,1,6,,,,,VINERY PLATE,02/02/2022 02:20:00 PM,1100,,3Y-MSW,WITH YOUR BLESSING,James McDonald,,-1.0,-1.0,5,0,0,4,4,0,0,1,4,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,37,153,16,384,6,3,14,2,47,2,10,35,8,94,1,98,504,51,713,0,24,121,8,182,0,34,164,17,216,0
RANDWICK KENSINGTON,02/02/2022 12:00:00 AM,1,1,,,,,VINERY PLATE,02/02/2022 02:20:00 PM,1100,,3Y-MSW,CAPTAIN GEORGE,G.SCHOFIELD,,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,145,23,307,7,5,8,3,25,0,7,30,9,64,2,8,75,14,115,0,1,8,2,14,0,2,17,3,27,0
RANDWICK KENSINGTON,02/02/2022 12:00:00 AM,2,3,,,,,TAB PLATE,02/02/2022 02:55:00 PM,1100,,2Y-MSW,KARUTA KING,T.BERRY,,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,303,59,894,98,6,42,14,129,24,19,67,13,213,33,74,457,49,772,0,9,83,8,137,0,21,110,12,215,0
RANDWICK KENSINGTON,02/02/2022 12:00:00 AM,2,11,,,,,TAB PLATE,02/02/2022 02:55:00 PM,1100,,2Y-MSW,TROACH,Tim Clark,,-1.0,-1.0,1,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,327,67,1037,23,8,48,11,150,5,9,90,17,292,9,65,435,40,727,0,9,54,10,105,0,15,110,8,193,0
RANDWICK KENSINGTON,02/02/2022 12:00:00 AM,2,2,,,,,TAB PLATE,02/02/2022 02:55:00 PM,1100,,2Y-MSW,HIMALAISM,J.B.MC DONALD,,-1.0,-1.0,1,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,1,0,0,158,1050,186,2344,329,25,162,22,354,81,41,268,57,614,96,98,504,51,713,1,24,121,8,182,0,34,164,17,216,1
RANDWICK KENSINGTON,02/02/2022 12:00:00 AM,2,9,,,,,TAB PLATE,02/02/2022 02:55:00 PM,1100,,2Y-MSW,MRS PATMORE,Jason Collett,,-1.0,-1.0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,24,137,42,333,22,2,15,5,55,2,9,30,13,84,8,69,507,59,859,0,14,51,9,109,0,12,117,16,227,0
RANDWICK KENSINGTON,02/02/2022 12:00:00 AM,2,8,,,,,TAB PLATE,02/02/2022 02:55:00 PM,1100,,2Y-MSW,ELENI,C.SCHOFIELD,,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,303,59,894,1,6,42,14,129,0,19,67,13,213,0,8,31,18,46,0,0,0,1,2,0,3,6,1,10,0
RANDWICK KENSINGTON,02/02/2022 12:00:00 AM,2,12,,,,,TAB PLATE,02/02/2022 02:55:00 PM,1100,,2Y-MSW,VICTORINE,Kerrin McEvoy,,-1.0,-1.0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,327,67,1037,72,8,48,11,150,8,9,90,17,292,21,98,451,37,619,1,7,50,3,72,0,22,113,12,151,0
RANDWICK KENSINGTON,02/02/2022 12:00:00 AM,2,10,,,,,TAB PLATE,02/02/2022 02:55:00 PM,1100,,2Y-MSW,SHENTHARA,J.FORD,,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,226,30,554,28,4,27,5,85,1,11,51,8,139,6,46,277,46,652,0,2,14,1,52,0,8,44,10,133,0
RANDWICK KENSINGTON,02/02/2022 12:00:00 AM,2,5,,,,,TAB PLATE,02/02/2022 02:55:00 PM,1100,,2Y-MSW,RICHON,Rory Hutchings,,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,32,9,109,25,1,2,1,12,4,3,7,3,30,8,2,20,41,391,0,0,3,4,55,0,1,5,16,90,0
RANDWICK KENSINGTON,02/02/2022 12:00:00 AM,2,4,,,,,TAB PLATE,02/02/2022 02:55:00 PM,1100,,2Y-MSW,NOLAN,S.CLIPPERTON,,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,212,26,454,9,11,41,4,84,1,14,59,5,116,1,38,249,43,435,0,2,23,11,48,0,4,51,6,103,0
RANDWICK KENSINGTON,02/02/2022 12:00:00 AM,2,7,,,,,TAB PLATE,02/02/2022 02:55:00 PM,1100,,2Y-MSW,VADERZAN,Rachel King,,-1.0,-1.0,2,0,0,2,1,0,0,0,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,29,162,40,481,28,6,21,3,71,2,4,34,11,106,7,82,482,53,908,0,4,39,6,78,0,25,107,7,197,0
RANDWICK KENSINGTON,02/02/2022 12:00:00 AM,2,6,,,,,TAB PLATE,02/02/2022 02:55:00 PM,1100,,2Y-MSW,TREASURER,Joshua Parr,,-1.0,-1.0,1,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,85,28,346,0,2,11,3,49,0,6,23,9,98,0,61,338,35,590,0,7,32,3,80,0,13,89,15,168,0
RANDWICK KENSINGTON,02/02/2022 12:00:00 AM,2,1,,,,,TAB PLATE,02/02/2022 02:55:00 PM,1100,,2Y-MSW,DENSITY,Hugh Bowman,,-1.0,-1.0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,116,18,196,4,0,5,2,24,1,5,33,6,57,2,79,400,31,629,0,15,69,5,105,0,18,94,12,162,0
RANDWICK KENSINGTON,02/02/2022 12:00:00 AM,3,3,,,,,RANVET HANDICAP,02/02/2022 03:30:00 PM,1400,,3Y-MDN,SEMECO,H.BOWMAN,,-1.0,-1.0,6,1,0,1,3,2,4,1,2,6,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,1,2,2,0,0,3,0,0,1,0,20,116,18,196,4,0,5,2,24,1,5,33,6,57,2,79,400,31,629,0,15,69,5,105,0,18,94,12,162,0
RANDWICK KENSINGTON,02/02/2022 12:00:00 AM,3,2,,,,,RANVET HANDICAP,02/02/2022 03:30:00 PM,1400,,3Y-MDN,ANYTHINK GOES,K.MC EVOY,,-1.0,-1.0,2,0,0,1,2,0,1,0,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1,0,22,155,51,609,9,0,6,8,65,0,4,27,14,151,2,98,451,37,619,0,7,50,3,72,0,22,113,12,151,0
RANDWICK KENSINGTON,02/02/2022 12:00:00 AM,3,8,,,,,RANVET HANDICAP,02/02/2022 03:30:00 PM,1400,,3Y-MDN,CAP ESTEL,J.R COLLETT,,-1.0,-1.0,7,0,0,5,4,1,2,0,3,6,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,3,0,1,0,1,4,0,2,0,0,36,145,23,307,28,5,8,3,25,5,7,30,9,64,8,69,507,59,859,2,14,51,9,109,0,12,117,16,227,2
RANDWICK KENSINGTON,02/02/2022 12:00:00 AM,3,5,,,,,RANVET HANDICAP,02/02/2022 03:30:00 PM,1400,,3Y-MDN,SANSTOC,T.SHERRY,,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,209,30,493,97,10,27,5,70,19,8,50,10,126,21,52,246,64,413,0,8,23,7,46,0,5,49,16,89,0
RANDWICK KENSINGTON,02/02/2022 12:00:00 AM,3,4,,,,,RANVET HANDICAP,02/02/2022 03:30:00 PM,1400,,3Y-MDN,JAWAANI,J.B.MC DONALD,,-1.0,-1.0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,158,1050,186,2344,329,25,162,22,354,81,41,268,57,614,96,98,504,51,713,0,24,121,8,182,0,34,164,17,216,0
RANDWICK KENSINGTON,02/02/2022 12:00:00 AM,3,7,,,,,RANVET HANDICAP,02/02/2022 03:30:00 PM,1400,,3Y-MDN,CAIRDEAS,K.O'HARA,,-1.0,-1.0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,217,36,437,7,4,33,6,61,2,9,49,8,112,1,47,278,45,616,1,2,10,5,50,0,10,40,6,112,0
RANDWICK KENSINGTON,02/02/2022 12:00:00 AM,3,6,,,,,RANVET HANDICAP,02/02/2022 03:30:00 PM,1400,,3Y-MDN,DIRECT AFFECT,T.BERRY,,-1.0,-1.0,3,0,0,1,0,1,1,1,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,3,9,18,131,0,0,0,2,11,0,0,0,1,17,0,74,457,49,772,0,9,83,8,137,0,21,110,12,215,0
RANDWICK KENSINGTON,02/02/2022 12:00:00 AM,3,1,,,,,RANVET HANDICAP,02/02/2022 03:30:00 PM,1400,,3Y-MDN,SING A LOVE SONG,T.CLARK,,-1.0,-1.0,8,1,0,3,4,4,5,0,1,3,5,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,2,1,1,0,0,1,2,1,1,0,9,46,21,133,43,3,6,5,18,10,1,6,3,26,7,65,435,40,727,2,9,54,10,105,0,15,110,8,193,1
RANDWICK KENSINGTON,02/02/2022 12:00:00 AM,4,3,,,,,CHINA HORSE CLUB HANDICAP- RISING STAR,02/02/2022 04:05:00 PM,1550,,FMB-72,TWICE ON SUNDAY,J.DUGGAN,,-1.0,-1.0,14,2,0,8,7,4,5,1,13,2,1,3,3,2,3,0,0,1,1,1,1,1,3,0,1,0,2,0,3,0,0,2,1,1,1,0,3,0,0,1,1,0,49,364,67,760,32,10,57,10,132,6,12,91,13,183,7,7,106,42,296,1,0,9,1,26,1,1,21,9,49,0
RANDWICK KENSINGTON,02/02/2022 12:00:00 AM,4,2,,,,,CHINA HORSE CLUB HANDICAP- RISING STAR,02/02/2022 04:05:00 PM,1550,,FMB-72,DUCHESS ADELE,T.SCHILLER,,-1.0,-1.0,22,1,0,7,13,4,10,5,17,5,3,4,4,1,4,0,0,0,2,1,3,1,3,1,1,1,1,0,6,0,0,1,2,2,3,2,6,2,0,0,0,0,26,142,57,790,1,4,15,5,107,0,3,26,13,198,0,20,187,59,487,0,4,23,10,48,0,6,38,13,112,0
RANDWICK KENSINGTON,02/02/2022 12:00:00 AM,4,5,,,,,CHINA HORSE CLUB HANDICAP- RISING STAR,02/02/2022 04:05:00 PM,1550,,FMB-72,BELLA VIOLET,R.JONES,,-1.0,-1.0,16,0,0,12,11,2,3,1,8,0,1,4,3,0,2,0,0,1,1,1,1,0,2,0,0,0,0,0,8,0,0,6,5,0,1,1,4,0,0,3,2,0,37,153,16,384,10,3,14,2,47,2,10,35,8,94,3,22,164,106,845,1,3,25,16,101,1,4,29,23,211,0
RANDWICK KENSINGTON,02/02/2022 12:00:00 AM,4,4,,,,,CHINA HORSE CLUB HANDICAP- RISING STAR,02/02/2022 04:05:00 PM,1550,,FMB-72,BEDFORD SQUARE,D.GIBBONS,,-1.0,-1.0,13,0,0,3,7,3,8,2,5,0,2,3,3,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,9,0,0,3,5,2,5,1,2,0,1,1,2,0,22,155,51,609,39,0,6,8,65,8,4,27,14,151,8,0,4,49,692,0,0,2,7,113,0,0,1,15,159,0
RANDWICK KENSINGTON,02/02/2022 12:00:00 AM,4,7,,,,,CHINA HORSE CLUB HANDICAP- RISING STAR,02/02/2022 04:05:00 PM,1550,,FMB-72,DENMISS,A.MC LUCAS *,,-1.0,-1.0,37,1,0,26,24,4,9,2,12,4,15,5,5,1,4,1,0,2,3,0,2,0,3,0,1,1,0,1,12,0,0,9,7,1,3,0,6,1,5,0,0,0,0,2,3,37,2,0,0,0,3,1,0,0,1,11,1,0,2,17,373,2,0,0,1,41,1,0,0,4,68,1
RANDWICK KENSINGTON,02/02/2022 12:00:00 AM,4,6,,,,,CHINA HORSE CLUB HANDICAP- RISING STAR,02/02/2022 04:05:00 PM,1550,,FMB-72,ALWAYS PRAYING,T.SHERRY,,-1.0,-1.0,5,0,0,4,2,0,0,1,2,0,0,2,2,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,3,0,0,2,1,0,0,1,0,0,0,2,1,0,35,212,26,454,9,11,41,4,84,2,14,59,5,116,1,52,246,64,413,0,8,23,7,46,0,5,49,16,89,0
RANDWICK KENSINGTON,02/02/2022 12:00:00 AM,4,1,,,,,CHINA HORSE CLUB HANDICAP- RISING STAR,02/02/2022 04:05:00 PM,1550,,FMB-72,MISS REDOBLE,M.DERRICK,,-1.0,-1.0,43,3,0,20,23,5,14,9,24,6,28,8,7,2,8,0,0,4,4,1,2,2,5,1,4,1,2,0,8,1,0,4,5,0,1,3,6,2,4,1,0,1,7,35,26,217,0,1,4,3,27,0,1,6,5,54,0,0,6,41,438,2,0,1,5,37,1,0,2,6,83,0
RANDWICK KENSINGTON,02/02/2022 12:00:00 AM,5,3,,,,,STUD AND STABLE STAFF AWARDS HANDICAP,02/02/2022 04:40:00 PM,1800,,BM-72,SO SNEEKY,Not Notified,,-1.0,-1.0,12,1,0,6,6,3,5,1,1,2,1,3,3,1,4,0,0,1,1,2,3,0,0,0,1,1,2,0,3,0,0,2,3,0,1,0,0,1,0,0,0,0,7,16,6,90,0,0,0,0,12,0,2,3,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RANDWICK KENSINGTON,02/02/2022 12:00:00 AM,5,2,,,,,STUD AND STABLE STAFF AWARDS HANDICAP,02/02/2022 04:40:00 PM,1800,,BM-72,REGGIEWOOD,Jay Ford,,-1.0,-1.0,11,0,0,10,6,0,1,0,4,1,1,4,2,0,2,0,0,2,2,0,0,0,1,0,0,0,1,0,2,0,0,1,2,0,1,0,0,1,0,2,0,0,29,209,43,468,30,5,27,7,75,3,8,46,7,123,12,46,277,46,652,1,2,14,1,52,0,8,44,10,133,1
RANDWICK KENSINGTON,02/02/2022 12:00:00 AM,5,8,,,,,STUD AND STABLE STAFF AWARDS HANDICAP,02/02/2022 04:40:00 PM,1800,,BM-72,DEVIL DAN,Reece Jones,,-1.0,-1.0,26,1,0,13,12,4,9,4,4,3,1,6,5,1,3,0,0,2,2,1,1,0,0,0,0,2,0,0,4,0,0,2,2,1,1,1,1,0,0,0,2,0,3,9,18,131,1,0,0,2,11,0,0,0,1,17,1,22,164,106,845,0,3,25,16,101,0,4,29,23,211,0
RANDWICK KENSINGTON,02/02/2022 12:00:00 AM,5,5,,,,,STUD AND STABLE STAFF AWARDS HANDICAP,02/02/2022 04:40:00 PM,1800,,BM-72,RULES DON'T APPLY,James McDonald,,-1.0,-1.0,21,1,0,10,10,6,8,3,8,6,0,4,4,0,4,0,0,2,2,2,2,0,1,1,0,0,2,0,4,0,0,2,3,0,1,1,1,0,0,0,1,0,158,1050,186,2344,329,25,162,22,354,81,41,268,57,614,96,98,504,51,713,3,24,121,8,182,1,34,164,17,216,0
RANDWICK KENSINGTON,02/02/2022 12:00:00 AM,5,4,,,,,STUD AND STABLE STAFF AWARDS HANDICAP,02/02/2022 04:40:00 PM,1800,,BM-72,SAVVY LEGEND,Kerrin McEvoy,,-1.0,-1.0,14,0,0,7,10,1,5,2,2,5,2,3,3,0,2,0,0,1,2,0,1,0,0,0,0,0,1,0,5,0,0,3,4,0,1,1,0,1,1,1,0,0,27,83,14,136,43,2,7,1,16,6,9,24,5,40,16,98,451,37,619,6,7,50,3,72,0,22,113,12,151,2
RANDWICK KENSINGTON,02/02/2022 12:00:00 AM,5,7,,,,,STUD AND STABLE STAFF AWARDS HANDICAP,02/02/2022 04:40:00 PM,1800,,BM-72,DREAM MAIDEN,Jason Collett,,-1.0,-1.0,30,0,0,14,20,4,12,4,12,6,0,5,4,0,4,0,0,2,1,1,1,1,1,0,0,0,1,0,9,0,0,3,8,1,6,0,2,0,0,0,1,0,22,129,43,472,15,1,6,4,32,0,4,17,10,89,7,69,507,59,859,0,14,51,9,109,0,12,117,16,227,0
RANDWICK KENSINGTON,02/02/2022 12:00:00 AM,5,6,,,,,STUD AND STABLE STAFF AWARDS HANDICAP,02/02/2022 04:40:00 PM,1800,,BM-72,MAIN STAGE,Rachel King,,-1.0,-1.0,45,2,0,25,20,6,12,8,15,7,30,8,7,0,3,0,0,1,1,2,2,0,2,0,2,0,1,0,9,1,0,2,2,1,3,4,3,2,4,2,1,0,11,35,27,308,11,0,2,2,29,0,3,9,7,60,3,82,482,53,908,1,4,39,6,78,0,25,107,7,197,0
RANDWICK KENSINGTON,02/02/2022 12:00:00 AM,5,1,,,,,STUD AND STABLE STAFF AWARDS HANDICAP,02/02/2022 04:40:00 PM,1800,,BM-72,DAYSAN,Hugh Bowman,,-1.0,-1.0,8,1,0,4,3,2,3,1,1,1,2,2,2,0,3,0,0,2,2,0,1,0,0,0,1,0,1,0,2,0,0,0,0,2,2,0,0,0,1,1,1,0,49,237,101,1142,51,6,22,13,182,9,8,44,25,251,13,79,400,31,629,2,15,69,5,105,1,18,94,12,162,0
RANDWICK KENSINGTON,02/02/2022 12:00:00 AM,6,3,,,,,HARRY ANGEL FIRST YEARLINGS HANDICAP,02/02/2022 05:15:00 PM,1400,,BM-72,MENSA MISSILE,T.CLARK,,-1.0,-1.0,16,2,0,7,11,5,9,0,10,5,1,4,4,0,3,0,0,2,2,1,1,0,2,0,0,0,2,0,4,1,0,2,4,0,2,0,3,3,0,1,0,0,50,273,49,781,184,7,34,12,160,41,11,69,7,181,47,65,435,40,727,2,9,54,10,105,0,15,110,8,193,0
RANDWICK KENSINGTON,02/02/2022 12:00:00 AM,6,2,,,,,HARRY ANGEL FIRST YEARLINGS HANDICAP,02/02/2022 05:15:00 PM,1400,,BM-72,SILENT AGENDA,Tyler Schiller,,-1.0,-1.0,40,2,0,23,19,5,10,7,8,11,4,8,6,0,5,1,0,3,2,1,1,1,0,2,1,0,0,0,17,1,0,9,11,2,5,3,4,5,2,2,2,0,32,217,36,437,26,4,33,6,61,3,9,49,8,112,11,20,187,59,487,2,4,23,10,48,0,6,38,13,112,1
RANDWICK KENSINGTON,02/02/2022 12:00:00 AM,6,9,,,,,HARRY ANGEL FIRST YEARLINGS HANDICAP,02/02/2022 05:15:00 PM,1400,,BM-72,HOPE IN YOUR HEART,B.RYAN,,-1.0,-1.0,7,0,0,4,2,3,3,0,4,0,2,3,2,0,2,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,28,5,167,2,0,7,0,15,0,0,4,3,33,1,43,210,31,431,0,4,16,3,42,0,8,38,5,79,0
RANDWICK KENSINGTON,02/02/2022 12:00:00 AM,6,8,,,,,HARRY ANGEL FIRST YEARLINGS HANDICAP,02/02/2022 05:15:00 PM,1400,,BM-72,KENNEDY CHOICE,Hugh Bowman,,-1.0,-1.0,16,1,0,8,10,2,5,3,7,2,1,3,3,1,2,0,0,2,2,0,0,0,2,0,0,0,0,0,6,0,0,0,1,2,3,3,2,0,0,2,1,0,20,116,18,196,4,0,5,2,24,1,5,33,6,57,2,79,400,31,629,0,15,69,5,105,0,18,94,12,162,0
RANDWICK KENSINGTON,02/02/2022 12:00:00 AM,6,5,,,,,HARRY ANGEL FIRST YEARLINGS HANDICAP,02/02/2022 05:15:00 PM,1400,,BM-72,STEEL DIAMOND,Tom Sherry,,-1.0,-1.0,19,0,0,7,7,2,5,7,9,0,5,5,4,0,3,0,0,1,0,0,0,2,1,0,0,1,0,0,7,0,0,2,2,2,3,2,3,0,2,3,0,0,158,1050,186,2344,0,25,162,22,354,0,41,268,57,614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RANDWICK KENSINGTON,02/02/2022 12:00:00 AM,6,4,,,,,HARRY ANGEL FIRST YEARLINGS HANDICAP,02/02/2022 05:15:00 PM,1400,,BM-72,CONSTRUCT,Tommy Berry,,-1.0,-1.0,12,2,0,10,6,0,1,1,5,2,7,4,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,4,1,0,3,3,0,1,0,2,1,2,3,0,0,72,303,59,894,98,6,42,14,129,24,19,67,13,213,33,74,457,49,772,2,9,83,8,137,0,21,110,12,215,2
RANDWICK KENSINGTON,02/02/2022 12:00:00 AM,6,7,,,,,HARRY ANGEL FIRST YEARLINGS HANDICAP,02/02/2022 05:15:00 PM,1400,,BM-72,REJOICED,James McDonald,,-1.0,-1.0,4,0,0,1,1,2,2,1,2,0,0,1,1,0,3,0,0,1,1,1,1,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,137,42,333,19,2,15,5,55,5,9,30,13,84,4,98,504,51,713,0,24,121,8,182,0,34,164,17,216,0
RANDWICK KENSINGTON,02/02/2022 12:00:00 AM,6,6,,,,,HARRY ANGEL FIRST YEARLINGS HANDICAP,02/02/2022 05:15:00 PM,1400,,BM-72,KUZCO LAD,Regan Bayliss,,-1.0,-1.0,19,2,0,11,7,6,8,0,10,4,1,4,4,1,3,0,0,2,1,1,1,0,2,0,0,0,1,0,8,1,0,5,4,2,3,0,3,3,1,2,1,0,50,273,49,781,45,7,34,12,160,6,11,69,7,181,14,60,257,28,447,4,5,17,2,38,0,13,50,6,100,3
RANDWICK KENSINGTON,02/02/2022 12:00:00 AM,6,1,,,,,HARRY ANGEL FIRST YEARLINGS HANDICAP,02/02/2022 05:15:00 PM,1400,,BM-72,EASY CAMPESE,Ellen Hennessy,,-1.0,-1.0,20,2,0,9,8,6,8,3,8,5,6,4,4,0,4,1,0,2,2,0,1,1,3,0,0,0,1,0,7,1,0,3,2,3,3,1,2,3,1,3,0,0,20,96,14,265,6,3,8,1,29,2,5,15,4,49,2,17,59,60,433,4,3,5,5,35,2,4,9,10,77,2
RANDWICK KENSINGTON,02/02/2022 12:00:00 AM,7,3,,,,,DAVALI HANDICAP,02/02/2022 05:50:00 PM,1000,,BM-72,SHADOW BRIDGE,Tom Sherry,,-1.0,-1.0,27,3,0,8,11,9,14,5,26,11,1,6,4,2,5,0,0,3,3,1,2,0,5,0,0,1,1,0,6,0,0,1,2,2,3,2,6,3,1,0,3,0,46,209,30,493,97,10,27,5,70,19,8,50,10,126,21,52,246,64,413,10,8,23,7,46,2,5,49,16,89,3
RANDWICK KENSINGTON,02/02/2022 12:00:00 AM,7,2,,,,,DAVALI HANDICAP,02/02/2022 05:50:00 PM,1000,,BM-72,HENSCHEL,Patrick Scorse,,-1.0,-1.0,23,1,0,14,14,3,5,4,8,3,4,5,5,1,6,0,0,3,3,1,1,2,0,0,0,0,2,0,5,0,0,2,2,2,2,1,0,1,1,0,0,0,3,18,13,184,6,0,0,1,16,1,0,1,1,42,2,0,8,11,116,4,0,0,1,4,1,0,2,2,21,1
